file_path,size_bytes,modified,permissions
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/concierge/routing/service-map.json,440,2026-07-22 19:58,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/concierge/routing/router.js,318,2026-07-22 19:58,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/concierge/lead-score.js,344,2026-07-22 19:58,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/concierge/events/events.json,102,2026-07-22 19:58,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/clones/templates/industry-template.json,128,2026-07-22 20:00,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/clones/generated/registry.json,17,2026-07-22 20:00,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/clones/config/industries.json,436,2026-07-22 20:00,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/clones/generator.js,337,2026-07-22 20:00,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/memory/entities/entities.json,244,2026-07-22 20:01,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/memory/events/events.json,133,2026-07-22 20:01,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/memory/relations/graph.json,148,2026-07-22 20:01,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/memory/search/index.json,20,2026-07-22 20:01,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/memory/memory-engine.js,476,2026-07-22 20:01,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/workflows/queue/tasks.json,253,2026-07-22 20:02,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/workflows/history/completed.json,16,2026-07-22 20:02,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/workflows/templates/customer-intake.json,236,2026-07-22 20:02,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/workflows/task-engine.js,675,2026-07-22 20:02,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/bus/events/events.json,17,2026-07-22 20:04,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/bus/events/event-types.json,131,2026-07-22 20:04,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/bus/messages/messages.json,19,2026-07-22 20:04,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/bus/messages/channels.json,237,2026-07-22 20:04,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/bus/event-bus.js,580,2026-07-22 20:04,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/crm/leads/leads.json,235,2026-07-22 20:05,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/crm/customers/customers.json,20,2026-07-22 20:05,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/crm/pipeline/stages.json,126,2026-07-22 20:05,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/crm/activity/activity.json,21,2026-07-22 20:05,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/crm/crm-engine.js,681,2026-07-22 20:05,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/sales-ai/scoring/rules.json,240,2026-07-22 20:05,600
